BusinessEntityID,PersonType,Name,HireDate,EmailPromotion,Thời Gian Gửi Đơn,Rate,KPI,Doanh Số Đạt Được,Vượt KPI,VacationHours,SickLeaveHours,Số Ngày,Quyết định Tăng Lương
5326,IN,Daisy L Vazquez,2008-07-14 11:37:47.673,0,,91,802822,811451,8629,30,47,,Không
5327,IN,Latasha R Moreno,2009-10-16 06:35:35.993,0,,39,344066,359010,14944,96,78,,Không
5328,IN,Latasha NULL Munoz,2010-11-14 03:06:21.734,2,2013-06-27 13:49:55.279,57,502866,508000,5134,9,55,956.0,Có
5329,IN,Latasha A Alonso,2007-03-11 07:42:16.899,0,,85,749888,759473,9585,31,52,,Không
5330,IN,Latasha NULL Romero,2013-07-30 21:25:49.953,0,,75,661666,640172,-21494,3,41,,Không
5331,IN,Noah A Shan,2012-11-12 20:27:36.338,0,,64,564622,553689,-10933,45,66,,Không
5332,IN,Noah E Jai,2012-01-10 06:35:35.265,0,,99,873400,857642,-15758,9,56,,Không
5333,IN,Latasha L Navarro,2011-10-01 20:50:19.196,1,2014-09-05 18:37:58.853,120,1058666,1043818,-14848,30,30,1069.0,Không
5334,IN,Robert NULL Ross,2013-01-12 19:13:37.088,0,,70,617555,621582,4027,92,46,,Không
5335,IN,Robert K Henderson,2012-01-18 06:18:22.680,2,2013-02-11 13:24:29.913,16,141155,150295,9140,58,78,390.0,Không
5336,IN,Robert L Coleman,2011-10-29 17:16:36.186,0,,15,132333,146793,14460,90,56,,Không
5337,IN,Latasha C Gutierrez,2010-12-22 16:26:01.634,1,2013-01-14 11:18:21.207,74,652844,648864,-3980,26,28,753.0,Không
5338,IN,Robert Z Jenkins,2012-06-05 12:19:31.195,0,,13,114688,129280,14592,58,38,,Không
5339,IN,Robert J Perry,2012-04-27 11:52:50.405,1,2014-05-03 05:08:59.531,76,670488,683843,13355,40,71,735.0,Không
5340,IN,Latasha M Dominguez,2009-01-16 11:05:44.968,0,,83,732244,740397,8153,62,33,,Không
5341,IN,Robert C Powell,2013-08-18 07:35:21.391,0,,16,141155,156179,15024,21,20,,Không
5342,IN,Robert C Long,2006-08-25 23:55:37.377,2,2008-06-29 22:15:48.836,33,291133,311747,20614,65,66,673.0,Xem Xét
5343,IN,Latasha M Gill,2008-03-11 02:41:41.134,0,,72,635200,612588,-22612,0,80,,Không
5344,IN,Robert NULL Patterson,2007-10-12 16:38:00.964,0,,88,776355,754746,-21609,61,21,,Không
5345,IN,Latasha NULL Vazquez,2009-02-22 20:16:49.765,0,,20,176444,198600,22156,53,49,,Không
5346,IN,Daisy L Blanco,2011-06-28 01:35:56.527,0,,13,114688,94073,-20615,87,22,,Không
5347,IN,Latasha C Bradley,2006-12-03 21:27:39.104,1,2010-06-13 16:32:07.187,119,1049844,1045640,-4204,13,53,1287.0,Không
5348,IN,Latasha NULL Serrano,2008-11-08 05:05:44.145,0,,88,776355,799984,23629,93,36,,Không
5349,IN,Robert NULL Flores,2007-11-19 08:21:17.272,1,2008-07-26 11:59:00.946,104,917511,905558,-11953,51,70,250.0,Không
5350,IN,Robert J Washington,2013-01-22 10:57:26.650,0,,124,1093955,1090937,-3018,83,70,,Không
5351,IN,Latasha L Ramos,2007-12-14 07:06:54.818,0,,58,511688,504935,-6753,66,69,,Không
5352,IN,Robert D Butler,2009-02-24 13:58:07.409,0,,33,291133,291801,668,59,63,,Không
5353,IN,Latasha NULL Carlson,2006-03-22 13:15:48.565,2,2009-12-18 18:09:15.605,63,555800,556780,980,15,80,1367.0,Không
5354,IN,Latasha NULL Suarez,2010-11-15 19:13:04.236,0,,45,397000,380857,-16143,25,76,,Không
5355,IN,Latasha NULL Sanz,2009-08-12 03:21:56.599,0,,53,467577,466223,-1354,18,25,,Không
5356,IN,Robert S Foster,2009-06-21 10:55:39.808,0,,20,176444,186905,10461,17,75,,Không
5357,IN,Latasha NULL Rubio,2013-02-18 06:49:19.535,0,,50,441111,455828,14717,11,28,,Không
5358,IN,Robert NULL Bryant,2012-01-01 20:02:48.140,2,2015-10-13 04:22:59.838,93,820466,836409,15943,97,34,1380.0,Không
5359,IN,Latasha NULL Ortega,2008-04-13 12:55:57.580,0,,83,732244,728805,-3439,36,58,,Không
5360,IN,Robert NULL Alexander,2008-04-03 16:34:13.560,0,,65,573444,551651,-21793,0,47,,Không
5361,IN,Robert L Russell,2012-12-18 17:53:11.693,0,,25,220555,229483,8928,5,50,,Không
5362,IN,Cheryl C Martin,2006-05-22 03:54:09.715,0,,122,1076311,1082700,6389,11,39,,Không
5363,IN,Robert S Griffin,2010-03-28 20:05:01.107,0,,62,546977,542010,-4967,65,77,,Không
5364,IN,Robert J Diaz,2009-12-01 10:08:12.756,1,2014-08-19 19:27:00.520,95,838111,820401,-17710,68,70,1722.0,Không
5365,IN,Robert M Hayes,2013-12-05 21:59:29.876,2,2015-01-21 03:28:01.291,69,608733,632647,23914,16,23,411.0,Có
5366,IN,Robert NULL Zhang,2006-06-22 17:08:20.698,0,,95,838111,853401,15290,31,29,,Không
5367,IN,Daisy P Serrano,2008-12-23 08:43:53.229,1,2013-02-10 02:48:09.230,81,714600,732185,17585,15,20,1509.0,Có
5368,IN,Cheryl J Ruiz,2008-08-27 01:28:26.418,0,,9,79400,62755,-16645,57,25,,Không
5369,IN,Cheryl A Diaz,2006-03-09 22:46:16.166,1,2010-01-19 09:38:06.344,62,546977,555625,8648,8,29,1411.0,Có
5370,IN,Cheryl NULL Hernandez,2009-02-16 00:09:45.408,2,2011-02-03 06:08:03.630,120,1058666,1065917,7251,69,71,717.0,Không
5371,IN,Robert B Wang,2007-09-21 18:19:35.106,2,2008-06-29 07:10:57.202,89,785177,762803,-22374,49,21,281.0,Không
5372,IN,Cheryl A Alvarez,2009-01-04 03:39:36.841,0,,125,1102777,1126212,23435,47,41,,Không
5373,IN,Robert A Chen,2009-01-21 11:24:00.973,2,2010-08-19 07:20:54.255,22,194088,193550,-538,65,78,574.0,Không
5374,IN,Robert L Li,2011-02-13 16:54:59.306,0,,95,838111,848111,10000,77,66,,Không
5375,IN,Cheryl NULL Jiménez,2011-12-27 07:59:30.070,0,,74,652844,659904,7060,7,42,,Không
5376,IN,Robert NULL Yang,2008-12-14 11:04:03.514,0,,84,741066,746914,5848,24,53,,Không
5377,IN,Cheryl A Moreno,2007-06-25 05:07:58.817,0,,103,908688,931405,22717,58,69,,Không
5378,IN,Cheryl C Munoz,2012-08-16 16:49:25.635,2,2015-10-21 20:06:44.285,111,979266,971818,-7448,15,35,1161.0,Không
5379,IN,Cheryl L Alan,2012-10-06 00:14:52.392,0,,92,811644,823122,11478,49,55,,Không
5380,IN,Cheryl A Romero,2011-11-11 18:21:10.375,0,,83,732244,735950,3706,67,78,,Không
5381,IN,Robert NULL Kumar,2013-02-28 22:30:10.678,0,,110,970444,966230,-4214,80,78,,Không
5382,IN,Robert L Lal,2009-06-30 01:44:20.375,0,,50,441111,431974,-9137,87,57,,Không
5383,IN,Cheryl NULL Navarro,2011-02-14 17:43:31.708,0,,40,352888,368905,16017,34,70,,Không
5384,IN,Daisy NULL Ramos,2007-06-21 05:20:20.378,0,,53,467577,484668,17091,45,65,,Không
5385,IN,Cheryl O Gutierrez,2006-10-07 10:38:20.029,2,2011-08-01 03:27:45.520,12,105866,125521,19655,81,52,1758.0,Không
5386,IN,Robert NULL Shan,2012-03-14 15:53:41.057,0,,44,388177,383179,-4998,58,47,,Không
5387,IN,Robert NULL Jai,2010-08-16 19:33:40.643,2,2012-07-20 14:55:56.663,108,952800,957188,4388,19,22,703.0,Có
5388,IN,Cheryl T Torres,2009-12-21 07:31:59.981,0,,9,79400,58616,-20784,36,60,,Không
5389,IN,Jose NULL Ross,2009-03-11 19:38:26.029,0,,35,308777,308146,-631,11,23,,Không
5390,IN,Jose NULL Henderson,2007-07-19 12:52:06.274,0,,16,141155,135125,-6030,95,36,,Không
5391,IN,Jose S Coleman,2007-06-04 18:46:15.583,2,2009-11-14 23:18:13.812,97,855755,876535,20780,93,46,894.0,Không
5392,IN,Cheryl M Dominguez,2013-06-20 21:49:34.894,1,2014-05-20 18:47:46.194,86,758711,779802,21091,47,24,333.0,Không
5393,IN,Jose C Jenkins,2008-05-17 19:26:18.677,0,,74,652844,664210,11366,53,80,,Không
5394,IN,Cheryl R Gill,2007-07-08 05:28:35.185,0,,31,273488,297463,23975,67,58,,Không
5395,IN,Jose M Perry,2008-03-16 13:40:45.370,2,2010-06-19 14:03:42.192,52,458755,452350,-6405,30,61,825.0,Không
5396,IN,Cheryl A Vazquez,2013-05-09 00:34:32.347,0,,102,899866,914036,14170,81,68,,Không
5397,IN,Cheryl NULL Blanco,2013-10-05 00:56:18.759,1,2014-12-11 05:45:14.974,35,308777,330377,21600,83,69,432.0,Không
5398,IN,Jose NULL Long,2012-11-25 04:51:33.323,1,2015-10-09 09:17:06.203,101,891044,869356,-21688,72,35,1048.0,Không
5399,IN,Cheryl J Serrano,2007-12-19 08:31:30.059,1,2011-09-15 13:49:23.730,26,229377,231170,1793,24,51,1366.0,Có
5400,IN,Jose NULL Patterson,2009-02-07 18:44:02.972,2,2013-08-23 14:07:09.470,98,864577,884305,19728,38,53,1657.0,Có
5401,IN,Cheryl A Ramos,2013-05-20 22:06:35.791,0,,91,802822,826757,23935,74,70,,Không
5402,IN,Jose NULL Hughes,2011-06-03 14:51:25.185,2,2013-07-07 22:31:03.775,113,996911,975350,-21561,51,24,765.0,Không
5403,IN,Cheryl M Carlson,2010-10-11 04:30:20.823,2,2011-05-09 11:26:58.285,21,185266,185067,-199,70,78,210.0,Không
5404,IN,Christian NULL Simmons,2011-05-28 12:26:36.528,0,,55,485222,488626,3404,38,55,,Không
5405,IN,Cheryl NULL Suarez,2007-11-03 07:31:18.706,0,,79,696955,701616,4661,30,31,,Không
5406,IN,Christian C Foster,2013-10-11 22:14:42.859,0,,58,511688,506184,-5504,14,74,,Không
5407,IN,Christian NULL Gonzales,2009-08-30 21:43:28.596,0,,94,829288,824434,-4854,59,65,,Không
5408,IN,Christian M Bryant,2008-08-07 22:22:04.298,2,2012-05-11 22:07:07.962,80,705777,703732,-2045,15,68,1372.0,Không
5409,IN,Daisy B Carlson,2009-04-20 11:03:14.098,0,,83,732244,710555,-21689,89,69,,Không
5410,IN,Cheryl G Sanz,2012-01-02 03:25:13.890,0,,36,317600,330780,13180,45,24,,Không
5411,IN,Christian C Alexander,2013-08-11 09:02:31.348,0,,61,538155,526225,-11930,37,77,,Không
5412,IN,Christian S Russell,2007-11-05 17:56:22.694,1,2011-01-06 12:49:00.198,73,644022,641103,-2919,42,44,1157.0,Không
5413,IN,Christian NULL Griffin,2008-11-22 18:12:55.860,1,2010-09-10 11:48:39.206,28,247022,249112,2090,93,23,656.0,Không
5414,IN,Cheryl NULL Ortega,2006-11-15 06:09:42.903,0,,93,820466,802076,-18390,28,42,,Không
5415,IN,Christian R Hayes,2010-06-15 05:12:17.426,0,,118,1041022,1056710,15688,6,31,,Không
5416,IN,Janet L Martin,2006-04-12 15:34:44.342,2,2009-08-22 10:31:46.666,39,344066,319963,-24103,84,71,1227.0,Không
5417,IN,Janet NULL Gomez,2011-02-02 03:54:01.720,2,2013-09-29 22:03:39.042,52,458755,435365,-23390,58,65,970.0,Không
5418,IN,Christian D Zhang,2006-11-02 01:24:15.978,0,,12,105866,112249,6383,46,68,,Không
5419,IN,Janet M Ruiz,2006-01-23 13:32:19.961,1,2006-09-23 06:59:39.026,102,899866,921036,21170,91,23,242.0,Không
5420,IN,Janet R Diaz,2011-05-11 11:59:34.373,0,,28,247022,246809,-213,66,48,,Không
5421,IN,Christian NULL Wang,2011-09-05 20:59:21.762,0,,53,467577,469704,2127,92,37,,Không
5422,IN,Christian D Chen,2009-06-26 07:18:45.172,1,2010-01-04 14:02:49.925,63,555800,552361,-3439,82,42,192.0,Không
5423,IN,Christian NULL Yang,2009-11-15 07:20:36.093,0,,101,891044,901337,10293,28,74,,Không
5424,IN,Janet G Alvarez,2011-06-13 22:54:56.189,0,,75,661666,685959,24293,48,40,,Không
5425,IN,Janet P Jimenez,2007-12-09 21:46:19.183,0,,125,1102777,1117492,14715,76,60,,Không
5426,IN,Christian L Kumar,2013-10-18 06:20:04.470,2,2014-05-27 12:50:09.152,96,846933,861726,14793,96,35,221.0,Không
5427,IN,Christian M Lal,2008-12-11 06:27:28.363,0,,9,79400,90833,11433,77,75,,Không
5428,IN,Christian NULL Sharma,2013-09-18 00:35:36.120,1,2017-06-25 07:27:07.180,36,317600,299365,-18235,57,61,1376.0,Không
5429,IN,Damien M Liu,2012-01-22 04:26:04.716,1,2016-08-04 09:27:52.601,118,1041022,1056365,15343,79,80,1656.0,Không
5430,IN,Daisy A Suarez,2007-03-23 02:06:04.564,0,,91,802822,786345,-16477,30,62,,Không
5431,IN,Janet L Moreno,2011-10-30 21:22:18.854,2,2014-01-09 03:03:06.185,45,397000,374050,-22950,79,23,801.0,Không
5432,IN,Christian L Shan,2010-07-23 02:38:41.278,2,2015-06-07 11:25:51.832,114,1005733,1019299,13566,66,38,1780.0,Không
5433,IN,Janet NULL Munoz,2012-05-09 01:17:02.909,1,2014-04-22 11:51:34.696,99,873400,875071,1671,96,77,713.0,Không
5434,IN,Janet K Alonso,2013-04-12 22:01:27.538,2,2016-10-26 01:51:30.310,51,449933,434840,-15093,72,20,1292.0,Không
5435,IN,Austin NULL Henderson,2009-04-22 16:56:30.523,1,2010-11-30 19:48:50.459,50,441111,458192,17081,84,73,587.0,Không
5436,IN,Janet D Romero,2008-12-28 06:45:40.682,1,2013-01-23 07:56:07.948,63,555800,569035,13235,68,68,1487.0,Xem Xét
5437,IN,Austin V Coleman,2012-11-12 00:31:48.360,0,,113,996911,976607,-20304,42,65,,Không
5438,IN,Austin D Jenkins,2006-11-26 11:30:09.129,1,2010-02-16 19:50:18.206,80,705777,721236,15459,93,77,1178.0,Không
5439,IN,Janet J Navarro,2012-06-06 07:34:24.265,0,,39,344066,330260,-13806,88,55,,Không
5440,IN,Austin C Perry,2011-03-09 16:03:18.197,1,2015-11-18 19:55:55.370,96,846933,862258,15325,58,45,1715.0,Có
5441,IN,Austin R Powell,2010-09-06 08:44:45.289,1,2014-11-26 22:12:54.098,70,617555,624757,7202,30,53,1542.0,Có
5442,IN,Austin H Long,2012-04-19 10:03:02.052,2,2014-01-03 10:52:26.105,53,467577,469441,1864,87,24,624.0,Không
5443,IN,Janet M Gutierrez,2012-12-07 21:55:47.346,1,2014-06-03 19:57:14.006,49,432288,419864,-12424,73,45,542.0,Không
5444,IN,Austin O Patterson,2011-03-17 21:16:08.159,1,2015-05-31 13:54:18.944,82,723422,734281,10859,5,79,1535.0,Không
5445,IN,Austin P Hughes,2012-02-13 00:35:28.443,1,2016-02-15 14:03:47.487,79,696955,696390,-565,37,42,1463.0,Không
5446,IN,Austin J Flores,2010-07-18 07:06:00.836,0,,117,1032200,1043892,11692,53,44,,Không
5447,IN,Austin NULL Washington,2007-06-14 19:02:39.899,0,,39,344066,343092,-974,96,25,,Không
5448,IN,Janet J Torres,2006-07-07 15:24:37.886,0,,21,185266,194427,9161,63,65,,Không
5449,IN,Austin W Butler,2006-03-13 06:54:49.380,2,2010-04-16 23:27:51.028,103,908688,905453,-3235,42,52,1495.0,Không
5450,IN,Austin L Simmons,2012-10-12 03:07:11.473,0,,65,573444,583586,10142,3,24,,Không
5451,IN,Janet NULL Dominguez,2009-11-21 13:03:31.115,0,,27,238200,238323,123,55,38,,Không
5452,IN,Janet B Gill,2010-08-12 20:06:00.944,2,2011-11-09 18:39:41.682,67,591088,592559,1471,9,42,453.0,Có
5453,IN,Austin C Foster,2010-08-25 07:54:12.955,2,2013-03-12 16:37:56.459,24,211733,201972,-9761,11,54,930.0,Không
5454,IN,Janet R Vazquez,2009-08-05 02:00:58.596,0,,89,785177,803387,18210,65,42,,Không
5455,IN,Austin D Gonzales,2011-04-09 13:19:45.048,0,,50,441111,456693,15582,27,59,,Không
5456,IN,Austin L Bryant,2006-02-19 03:08:09.262,0,,27,238200,258513,20313,12,43,,Không
5457,IN,Daisy NULL Sanz,2008-05-22 09:35:13.318,1,2011-04-26 18:15:07.454,69,608733,606590,-2143,88,24,1069.0,Không
5458,IN,Janet NULL Browning,2012-07-13 10:24:38.345,0,,70,617555,636727,19172,63,58,,Không
5459,IN,Janet NULL Serrano,2010-06-29 08:59:40.803,0,,29,255844,254402,-1442,88,43,,Không
5460,IN,Janet B Ramos,2010-11-04 04:26:15.104,0,,48,423466,447681,24215,67,62,,Không
5461,IN,Austin NULL Alexander,2006-12-25 17:48:04.066,0,,121,1067488,1046854,-20634,59,75,,Không
5462,IN,Austin NULL Russell,2013-09-28 02:16:54.807,1,2016-04-14 19:44:25.318,39,344066,325470,-18596,80,20,929.0,Không
5463,IN,Janet A Carlson,2006-03-29 11:54:05.870,0,,114,1005733,1008322,2589,78,49,,Không
5464,IN,Austin K Griffin,2010-04-04 07:19:13.376,0,,107,943977,956212,12235,40,62,,Không
5465,IN,Austin M Diaz,2013-12-04 10:01:31.169,0,,17,149977,154112,4135,77,24,,Không
5466,IN,Austin NULL Hayes,2008-12-30 03:10:22.593,0,,23,202911,197961,-4950,72,56,,Không
5467,IN,Janet V Suarez,2013-10-19 15:19:31.772,1,2017-12-15 01:32:57.330,123,1085133,1065129,-20004,6,43,1517.0,Không
5468,IN,Janet J Sanz,2007-11-06 08:44:04.209,0,,21,185266,180858,-4408,64,30,,Không
5469,IN,Austin NULL Zhang,2010-09-27 05:38:10.339,2,2013-11-21 16:11:46.385,113,996911,979894,-17017,81,75,1151.0,Không
5470,IN,Austin A Wang,2012-01-30 13:59:22.633,0,,42,370533,393638,23105,65,49,,Không
5471,IN,Janet L Ortega,2007-08-03 02:45:42.775,0,,72,635200,628812,-6388,66,56,,Không
5472,IN,Austin V Chen,2011-02-13 01:09:13.422,0,,32,282311,260959,-21352,10,28,,Không
5473,IN,Kristine A Martin,2010-11-04 15:45:20.733,0,,124,1093955,1070433,-23522,16,77,,Không
5474,IN,Austin B Li,2009-11-22 18:40:58.922,2,2010-12-06 18:06:24.456,9,79400,74709,-4691,76,78,378.0,Không
5475,IN,Austin H Yang,2010-12-11 18:13:11.086,0,,96,846933,867993,21060,62,29,,Không
5476,IN,Kristine E Gomez,2013-06-10 02:32:55.278,0,,92,811644,808186,-3458,92,51,,Không
5477,IN,Austin NULL Kumar,2013-06-15 08:10:22.037,0,,47,414644,428046,13402,16,69,,Không
5478,IN,Austin M Lal,2007-04-03 06:47:16.132,1,2011-02-16 22:03:21.067,123,1085133,1065584,-19549,22,59,1415.0,Không
5479,IN,Daisy A Rubio,2011-08-17 16:30:58.041,0,,86,758711,738741,-19970,61,70,,Không
5480,IN,Kristine J Ruiz,2013-12-07 15:09:21.073,2,2018-09-15 01:52:00.001,103,908688,911638,2950,27,44,1742.0,Có
5481,IN,Austin NULL Sharma,2006-10-13 01:14:55.861,0,,118,1041022,1062720,21698,51,58,,Không
5482,IN,Austin NULL Shan,2011-10-22 04:58:07.397,2,2014-04-24 03:06:53.221,71,626377,604409,-21968,60,71,914.0,Không
5483,IN,Kristine NULL Diaz,2007-11-03 00:59:42.933,0,,75,661666,684803,23137,90,42,,Không
5484,IN,Austin M Jai,2009-03-13 05:22:34.006,0,,32,282311,264118,-18193,5,58,,Không
5485,IN,Kristine NULL Hernandez,2013-07-10 03:17:58.021,1,2016-04-04 18:09:25.436,83,732244,730877,-1367,42,20,999.0,Không
5486,IN,Cameron J Henderson,2013-01-02 11:52:38.519,1,2014-09-28 23:37:21.453,71,626377,607975,-18402,93,40,634.0,Không
5487,IN,Kristine F Alvarez,2012-12-17 19:10:02.707,0,,107,943977,962552,18575,14,60,,Không
5488,IN,Cameron NULL Coleman,2007-06-09 20:08:10.058,0,,80,705777,704067,-1710,37,31,,Không
5489,IN,Cameron NULL Perry,2007-07-06 23:43:04.589,0,,24,211733,206757,-4976,54,43,,Không
5490,IN,Cameron NULL Powell,2012-11-17 01:59:22.120,0,,71,626377,606663,-19714,45,72,,Không
5491,IN,Cameron NULL Long,2006-05-05 09:27:01.725,0,,125,1102777,1097197,-5580,58,46,,Không
5492,IN,Cameron M Patterson,2010-10-16 16:33:08.454,0,,114,1005733,989327,-16406,76,43,,Không
5493,IN,Cameron A Hughes,2011-08-15 23:33:43.018,0,,94,829288,836309,7021,17,79,,Không
5494,IN,Kristine K Moreno,2009-01-23 03:43:49.447,2,2011-06-12 15:44:08.437,16,141155,155540,14385,94,80,870.0,Không
5495,IN,Kristine NULL Munoz,2012-02-20 21:18:59.916,0,,108,952800,965338,12538,51,43,,Không
5496,IN,Cameron NULL Flores,2010-06-13 12:15:01.510,2,2014-08-15 05:30:53.149,43,379355,388571,9216,85,57,1523.0,Không
5497,IN,Kristine NULL Alonso,2007-09-01 13:37:53.950,2,2008-06-16 06:13:51.898,105,926333,945530,19197,19,72,288.0,Không
5498,IN,Cameron J Washington,2011-02-01 09:25:08.249,0,,109,961622,962979,1357,76,78,,Không
5499,IN,Cameron W Butler,2010-10-24 00:23:36.358,1,2012-02-25 09:29:22.381,17,149977,154833,4856,92,61,489.0,Không
5500,IN,Cameron J Simmons,2010-10-26 14:47:55.269,0,,108,952800,941480,-11320,69,23,,Không
5501,IN,Kristine W Romero,2013-09-13 22:08:46.370,0,,39,344066,339539,-4527,17,44,,Không
5502,IN,Kristine B Navarro,2009-03-27 16:43:49.229,2,2009-12-30 09:31:36.764,9,79400,58631,-20769,12,63,277.0,Không
5503,IN,Cameron C Foster,2008-08-15 22:02:03.094,2,2009-11-18 21:24:16.450,71,626377,630381,4004,49,32,459.0,Có
5504,IN,Cameron L Gonzales,2013-03-01 20:49:06.407,0,,74,652844,634565,-18279,53,43,,Không
5505,IN,Daisy NULL Ortega,2007-06-10 05:37:32.187,0,,89,785177,766427,-18750,87,32,,Không
5506,IN,Kristine G Gutierrez,2006-02-06 12:34:44.524,0,,37,326422,313513,-12909,60,73,,Không
5507,IN,Cameron NULL Bryant,2011-05-19 00:46:11.236,0,,85,749888,730563,-19325,61,67,,Không
5508,IN,Kristine A Dominguez,2011-06-17 04:53:26.359,1,2014-07-16 19:10:41.844,59,520511,509035,-11476,84,44,1125.0,Không
5509,IN,Kristine NULL Gill,2009-06-04 21:38:28.965,0,,51,449933,443015,-6918,44,31,,Không
5510,IN,Cameron NULL Alexander,2007-05-22 05:12:57.041,2,2008-12-19 11:22:11.697,28,247022,271492,24470,70,21,577.0,Không
5511,IN,Cameron D Russell,2011-07-05 03:28:15.505,0,,118,1041022,1043714,2692,63,24,,Không
5512,IN,Kristine M Vazquez,2013-05-15 19:35:48.384,0,,92,811644,807754,-3890,36,33,,Không
5513,IN,Cameron NULL Griffin,2012-02-15 22:55:48.781,1,2016-08-12 12:56:48.918,125,1102777,1112244,9467,94,52,1639.0,Không
5514,IN,Kristine D Blanco,2010-04-23 15:33:39.664,1,2014-05-08 00:11:16.000,78,688133,710030,21897,16,23,1475.0,Có
5515,IN,Cameron NULL Diaz,2008-07-03 19:12:13.882,1,2009-06-08 20:33:54.850,83,732244,743988,11744,2,60,340.0,Không
5516,IN,Cameron D Hayes,2006-05-29 05:42:19.577,0,,10,88222,68798,-19424,24,48,,Không
5517,IN,Kristine NULL Serrano,2009-05-23 12:31:56.513,1,2012-12-12 10:52:31.912,97,855755,863789,8034,72,33,1298.0,Không
5518,IN,Kristine NULL Ramos,2010-05-21 11:47:59.158,2,2011-12-11 06:05:59.333,11,97044,101193,4149,45,44,568.0,Có
5519,IN,Cameron F Zhang,2008-08-03 11:39:47.839,1,2009-03-10 22:35:09.556,44,388177,402696,14519,28,56,219.0,Không
5520,IN,Cameron T Wang,2007-01-26 19:36:40.915,0,,58,511688,531520,19832,66,79,,Không
5521,IN,Kristine C Carlson,2012-08-08 11:36:07.344,1,2014-12-23 15:44:38.072,96,846933,838770,-8163,5,64,867.0,Không
5522,IN,Kristine NULL Suarez,2007-03-23 23:20:03.070,0,,14,123511,99975,-23536,10,79,,Không
5523,IN,Cameron J Chen,2009-05-14 08:15:54.398,2,2014-02-17 07:32:14.820,100,882222,881220,-1002,7,47,1739.0,Không
5524,IN,Raquel W Hernandez,2010-12-21 02:02:31.462,1,2015-04-22 16:03:21.478,101,891044,881730,-9314,37,24,1583.0,Không
5525,IN,Kristine NULL Sandberg,2006-07-18 03:08:28.944,0,,63,555800,551302,-4498,51,78,,Không
5526,IN,Cameron NULL Li,2007-11-25 15:46:27.886,0,,113,996911,984642,-12269,82,24,,Không
5527,IN,Cameron NULL Yang,2013-06-12 03:53:53.905,0,,51,449933,425226,-24707,68,78,,Không
5528,IN,Cameron S Kumar,2009-03-06 02:13:23.076,1,2011-09-25 23:24:35.215,20,176444,198186,21742,36,39,933.0,Có
5529,IN,Cameron M Lal,2011-12-06 01:08:42.629,0,,58,511688,504214,-7474,48,31,,Không
5530,IN,Kristine NULL Ortega,2009-05-25 03:34:08.411,0,,60,529333,545209,15876,9,22,,Không
5531,IN,Cameron L Sharma,2010-03-18 22:59:39.825,1,2011-12-28 12:39:10.789,94,829288,816859,-12429,62,71,649.0,Không
5532,IN,Cameron M Shan,2006-11-05 09:21:49.404,2,2010-06-28 16:44:00.966,9,79400,62194,-17206,12,74,1331.0,Không
5533,IN,Jacquelyn M Martin,2012-03-16 14:38:05.885,1,2012-10-30 01:11:26.395,63,555800,569995,14195,86,27,227.0,Không
5534,IN,Cameron F Jai,2008-11-03 06:40:58.239,1,2011-03-07 00:32:35.129,94,829288,838179,8891,53,54,853.0,Có
5535,IN,James F Ross,2008-11-18 00:02:04.522,1,2010-07-29 19:13:01.175,109,961622,983670,22048,85,40,618.0,Không
5536,IN,Jacquelyn R Gomez,2006-09-16 14:22:26.861,0,,77,679311,672558,-6753,90,39,,Không
5537,IN,James NULL Henderson,2010-01-06 00:25:09.896,1,2011-09-14 23:27:02.083,38,335244,352576,17332,29,61,616.0,Không
5538,IN,Jacquelyn L Ruiz,2007-04-30 14:26:05.533,2,2009-10-19 06:14:23.478,49,432288,444645,12357,43,56,902.0,Có
5539,IN,Jacquelyn K Diaz,2012-07-15 13:19:28.352,2,2017-01-23 18:02:00.334,16,141155,142567,1412,2,79,1653.0,Không
5540,IN,James NULL Coleman,2008-03-30 21:46:02.120,0,,96,846933,859414,12481,89,66,,Không
5541,IN,James NULL Jenkins,2009-01-20 06:27:43.473,0,,41,361711,375519,13808,27,41,,Không
5542,IN,Jacquelyn J Hernandez,2013-02-14 15:29:25.978,0,,39,344066,332022,-12044,51,35,,Không
5543,IN,Jacquelyn NULL Jimenez,2013-12-23 14:09:25.489,0,,98,864577,848897,-15680,95,27,,Không
5544,IN,James NULL Perry,2012-02-09 11:37:19.556,1,2013-11-23 13:44:14.074,12,105866,90401,-15465,81,36,653.0,Không
5545,IN,James V Powell,2010-12-15 02:46:00.732,1,2014-09-13 01:03:18.473,43,379355,369421,-9934,99,22,1367.0,Không
5546,IN,Raquel G Alvarez,2013-10-29 19:21:21.217,0,,87,767533,753326,-14207,38,34,,Không
5547,IN,Jacquelyn NULL Moreno,2009-01-01 09:10:32.741,0,,104,917511,921976,4465,3,79,,Không
5548,IN,James Y Long,2008-03-11 14:16:29.512,2,2010-01-06 10:31:09.849,56,494044,483105,-10939,47,20,665.0,Không
5549,IN,Jacquelyn NULL Munoz,2007-11-03 18:43:41.312,0,,49,432288,456281,23993,25,53,,Không
5550,IN,James P Patterson,2013-07-31 10:14:39.409,1,2017-11-14 10:36:36.652,65,573444,579521,6077,65,42,1567.0,Không
5551,IN,Jacquelyn A Alonso,2012-09-11 15:54:13.304,0,,123,1085133,1073021,-12112,36,41,,Không
